Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
KHM,Cambodia,Basic Education,Early childhood education,168424.0,16974305,0.01
KHM,Cambodia,Emergency Response,Relief co-ordination; protection and support services,100000.0,16974305,0.01
KHM,Cambodia,Emergency Response,Emergency food assistance,73661.0,16974305,0.00
KHM,Cambodia,"Health, General",Health policy and administrative management,49376.0,16974305,0.00
KHM,Cambodia,Other Social Infrastructure and Services,Social Protection,12918.0,16974305,0.00
KHM,Cambodia,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,139.0,16974305,0.00
KHM,Cambodia,Government and Civil Society,Public sector policy and administrative management,-52510.0,16974305,-0.00
KOR,"Korea, Republic of",Disaster Prevention and Preparedness,Multi-hazard response preparedness,244992.0,51769539,0.00
KWT,Kuwait,Other Multisector,Multisector aid,898117.0,4360865,0.21
KWT,Kuwait,Government and Civil Society,Democratic participation and civil society,129106.0,4360865,0.03
KWT,Kuwait,Other Social Infrastructure and Services,Labour Rights,123400.0,4360865,0.03
KWT,Kuwait,Government and Civil Society,Ending violence against women and girls,66688.0,4360865,0.02
KWT,Kuwait,Government and Civil Society,"Women’s rights organisations and movements, and government institutions",52056.0,4360865,0.01
KWT,Kuwait,Tourism,Tourism policy and administrative management,39830.0,4360865,0.01
LAO,Laos,Basic Education,Primary education,5357289.0,7453194,0.72
LAO,Laos,Operating Expenses,Operating Expenses,3424822.0,7453194,0.46
LAO,Laos,Government and Civil Society,Legal and judicial development,2104965.0,7453194,0.28
LAO,Laos,Business and Other Services,Business Policy and Administation,2049999.0,7453194,0.28
LAO,Laos,Trade Policy and Regulations,Trade facilitation,1500000.0,7453194,0.20
LAO,Laos,Other Social Infrastructure and Services,Social Protection,1328020.0,7453194,0.18
LAO,Laos,Government and Civil Society,Human rights,1077380.0,7453194,0.14
LAO,Laos,Energy,Energy policy and administrative management,884435.0,7453194,0.12
LAO,Laos,Basic Health,Basic nutrition,873170.0,7453194,0.12
LAO,Laos,Basic Health,COVID-19 control,699882.0,7453194,0.09
LAO,Laos,Government and Civil Society,Democratic participation and civil society,466299.0,7453194,0.06
LAO,Laos,Disaster Prevention and Preparedness,Multi-hazard response preparedness,428445.0,7453194,0.06
LAO,Laos,Other Multisector,Research/scientific institutions,151632.0,7453194,0.02
LAO,Laos,Other Multisector,Multisector aid,87.0,7453194,0.00
LBN,Lebanon,Emergency Response,Relief co-ordination; protection and support services,58325853.0,5718122,10.20
LBN,Lebanon,Post-Secondary Education,Higher education,36658644.0,5718122,6.41
LBN,Lebanon,Business and Other Services,Business Policy and Administation,32390615.0,5718122,5.66
LBN,Lebanon,Basic Health,COVID-19 control,17671745.0,5718122,3.09
LBN,Lebanon,Emergency Response,Emergency food assistance,14804633.0,5718122,2.59
LBN,Lebanon,Government and Civil Society,Decentralisation and support to subnational government,13852533.0,5718122,2.42
LBN,Lebanon,Water Supply and Sanitation,Basic drinking water supply,11374470.0,5718122,1.99
LBN,Lebanon,Basic Education,Primary education,11121003.0,5718122,1.94
LBN,Lebanon,Operating Expenses,Operating Expenses,10938398.0,5718122,1.91
LBN,Lebanon,Water Supply and Sanitation,Water sector policy and administrative management,5733253.0,5718122,1.00
LBN,Lebanon,Government and Civil Society,Democratic participation and civil society,5328809.0,5718122,0.93
LBN,Lebanon,Other Multisector,Multisector aid,2993373.0,5718122,0.52
LBN,Lebanon,Basic Health,Basic health care,2005341.0,5718122,0.35
LBN,Lebanon,Government and Civil Society,Legal and judicial development,2000000.0,5718122,0.35
LBN,Lebanon,Other Multisector,Research/scientific institutions,1825509.0,5718122,0.32
LBN,Lebanon,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,1744235.0,5718122,0.31
LBN,Lebanon,Government and Civil Society,"Women’s rights organisations and movements, and government institutions",1351814.0,5718122,0.24
LBN,Lebanon,Water Supply and Sanitation,Basic sanitation,1002731.0,5718122,0.18
LBN,Lebanon,Industry,Small and medium-sized enterprises (SME) development,852500.0,5718122,0.15
LBN,Lebanon,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",226315.0,5718122,0.04
LBN,Lebanon,Other Social Infrastructure and Services,Employment Creation,195279.0,5718122,0.03
LBN,Lebanon,Disaster Prevention and Preparedness,Multi-hazard response preparedness,180671.0,5718122,0.03
LBN,Lebanon,Tourism,Tourism policy and administrative management,110959.0,5718122,0.02
LBN,Lebanon,General Environmental Protection,Biosphere protection,58828.0,5718122,0.01
LBN,Lebanon,Water Supply and Sanitation,Water supply - large systems,26754.0,5718122,0.00
LBN,Lebanon,"Education, Level Unspecified",Teacher training,9026.0,5718122,0.00
LBR,Liberia,Operating Expenses,Operating Expenses,19611968.0,5259323,3.73
LBR,Liberia,Basic Education,Primary education,13491389.0,5259323,2.57
LBR,Liberia,Government and Civil Society,Democratic participation and civil society,4921211.0,5259323,0.94
LBR,Liberia,Other Social Infrastructure and Services,Social Protection,3899212.0,5259323,0.74
LBR,Liberia,Agriculture,Agricultural policy and administrative management,3873629.0,5259323,0.74
LBR,Liberia,Basic Education,Basic life skills for adults,3498467.0,5259323,0.67
LBR,Liberia,Government and Civil Society,Domestic revenue mobilisation,3014178.0,5259323,0.57
LBR,Liberia,Business and Other Services,Business Policy and Administation,2687367.0,5259323,0.51
LBR,Liberia,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,2369514.0,5259323,0.45
LBR,Liberia,Water Supply and Sanitation,Water supply and sanitation - large systems,1632165.0,5259323,0.31
LBR,Liberia,Energy,Energy policy and administrative management,1546784.0,5259323,0.29
LBR,Liberia,General Environmental Protection,Environmental policy and administrative management,1470995.0,5259323,0.28
LBR,Liberia,Emergency Response,Relief co-ordination; protection and support services,1392827.0,5259323,0.26
LBR,Liberia,Other Multisector,Multisector aid,1073457.0,5259323,0.20
LBR,Liberia,Basic Health,COVID-19 control,986579.0,5259323,0.19
LBR,Liberia,Government and Civil Society,Public finance management,803994.0,5259323,0.15
LBR,Liberia,Water Supply and Sanitation,Water supply - large systems,602538.0,5259323,0.11
LBR,Liberia,Basic Education,School feeding,400000.0,5259323,0.08
LBR,Liberia,Post-Secondary Education,Higher education,337974.0,5259323,0.06
LBR,Liberia,Government and Civil Society,Media and free flow of information,325500.0,5259323,0.06
LBR,Liberia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",270996.0,5259323,0.05
