Country_Code,Country,US_Category,US_Sector,Total_Disbursement_USD,Population,Per_Capita_USD
AFG,Afghanistan,"Democracy, Human Rights, and Governance",Good Governance,223175685.0,40000412,5.58
AFG,Afghanistan,Humanitarian Assistance,"Protection, Assistance and Solutions",183320037.0,40000412,4.58
AFG,Afghanistan,Program Support,Direct Administrative Costs,97027797.0,40000412,2.43
AFG,Afghanistan,Economic Development,Infrastructure,94080204.0,40000412,2.35
AFG,Afghanistan,Economic Development,Agriculture,59083859.0,40000412,1.48
AFG,Afghanistan,Education and Social Services,Basic Education,30611496.0,40000412,0.77
AFG,Afghanistan,Economic Development,Trade and Investment,22229499.0,40000412,0.56
AFG,Afghanistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,17503344.0,40000412,0.44
AFG,Afghanistan,Education and Social Services,Higher Education,14835693.0,40000412,0.37
AFG,Afghanistan,Health,Maternal and Child Health,11832661.0,40000412,0.30
AFG,Afghanistan,Health,Water Supply and Sanitation,9441743.0,40000412,0.24
AFG,Afghanistan,Multi-sector,Multi-sector - Unspecified,8301300.0,40000412,0.21
AFG,Afghanistan,Education and Social Services,"Policies, Regulations, and Systems",7577112.0,40000412,0.19
AFG,Afghanistan,Health,Family Planning and Reproductive Health,6635452.0,40000412,0.17
AFG,Afghanistan,Economic Development,Financial Sector,4909454.0,40000412,0.12
AFG,Afghanistan,Peace and Security,Conflict Mitigation and Reconciliation,4767554.0,40000412,0.12
AFG,Afghanistan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3630958.0,40000412,0.09
AFG,Afghanistan,Health,Nutrition,3533635.0,40000412,0.09
AFG,Afghanistan,Health,Tuberculosis,3467283.0,40000412,0.09
AFG,Afghanistan,Health,Other Public Health Threats,3447257.0,40000412,0.09
AFG,Afghanistan,Economic Development,Private Sector Competitiveness,3157784.0,40000412,0.08
AFG,Afghanistan,"Democracy, Human Rights, and Governance",Civil Society,2949483.0,40000412,0.07
AFG,Afghanistan,Peace and Security,Counter-Narcotics,2519257.0,40000412,0.06
AFG,Afghanistan,Economic Development,Macroeconomic Foundation for Growth,2493473.0,40000412,0.06
AFG,Afghanistan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),2177449.0,40000412,0.05
AFG,Afghanistan,Environment,Clean Productive Environment,1593744.0,40000412,0.04
AFG,Afghanistan,Peace and Security,Transnational Crime,2872.0,40000412,0.00
AGO,Angola,Program Support,Direct Administrative Costs,2705627.0,34532429,0.08
AGO,Angola,Humanitarian Assistance,"Protection, Assistance and Solutions",2412566.0,34532429,0.07
AGO,Angola,Health,Pandemic Influenza and Other Emerging Threats (PIOET),570000.0,34532429,0.02
AGO,Angola,Health,Malaria,518972.0,34532429,0.02
AGO,Angola,Economic Development,Macroeconomic Foundation for Growth,482000.0,34532429,0.01
AGO,Angola,"Democracy, Human Rights, and Governance",Civil Society,370025.0,34532429,0.01
AGO,Angola,Economic Development,Agriculture,141594.0,34532429,0.00
AGO,Angola,Health,Water Supply and Sanitation,140895.0,34532429,0.00
AGO,Angola,Peace and Security,Conflict Mitigation and Reconciliation,45000.0,34532429,0.00
AGO,Angola,Multi-sector,Multi-sector - Unspecified,30000.0,34532429,0.00
AGO,Angola,"Democracy, Human Rights, and Governance",Good Governance,-5696.0,34532429,-0.00
ALB,Albania,Health,Pandemic Influenza and Other Emerging Threats (PIOET),2000000.0,2811666,0.71
ALB,Albania,"Democracy, Human Rights, and Governance",Good Governance,1438872.0,2811666,0.51
ALB,Albania,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1326318.0,2811666,0.47
ALB,Albania,Program Support,Direct Administrative Costs,1214362.0,2811666,0.43
ALB,Albania,"Democracy, Human Rights, and Governance",Civil Society,1058362.0,2811666,0.38
ALB,Albania,Multi-sector,Multi-sector - Unspecified,837511.0,2811666,0.30
ALB,Albania,Economic Development,Financial Sector,672388.0,2811666,0.24
ALB,Albania,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",455362.0,2811666,0.16
ALB,Albania,Peace and Security,Counter-Terrorism,364250.0,2811666,0.13
ALB,Albania,Economic Development,Private Sector Competitiveness,315609.0,2811666,0.11
ALB,Albania,Education and Social Services,Education and Social Services - General,190000.0,2811666,0.07
ALB,Albania,Humanitarian Assistance,"Protection, Assistance and Solutions",76000.0,2811666,0.03
ALB,Albania,Health,Other Public Health Threats,39934.0,2811666,0.01
ARE,United Arab Emirates,Humanitarian Assistance,Disaster Readiness,94465.0,9575152,0.01
ARG,Argentina,Program Support,Direct Administrative Costs,695903.0,45312281,0.02
ARM,Armenia,"Democracy, Human Rights, and Governance",Civil Society,7126915.0,2962300,2.41
ARM,Armenia,Program Support,Direct Administrative Costs,6643875.0,2962300,2.24
ARM,Armenia,Economic Development,Private Sector Competitiveness,4148974.0,2962300,1.40
ARM,Armenia,"Democracy, Human Rights, and Governance",Good Governance,2753948.0,2962300,0.93
ARM,Armenia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2163403.0,2962300,0.73
ARM,Armenia,Economic Development,Infrastructure,2129652.0,2962300,0.72
ARM,Armenia,Multi-sector,Multi-sector - Unspecified,861374.0,2962300,0.29
ARM,Armenia,Humanitarian Assistance,"Protection, Assistance and Solutions",814870.0,2962300,0.28
ARM,Armenia,Education and Social Services,Higher Education,688269.0,2962300,0.23
ARM,Armenia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),448126.0,2962300,0.15
ARM,Armenia,Education and Social Services,"Policies, Regulations, and Systems",328448.0,2962300,0.11
ARM,Armenia,Education and Social Services,Education and Social Services - General,93988.0,2962300,0.03
ARM,Armenia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,46834.0,2962300,0.02
ARM,Armenia,Peace and Security,Conflict Mitigation and Reconciliation,30000.0,2962300,0.01
ARM,Armenia,Health,Other Public Health Threats,6419.0,2962300,0.00
ARM,Armenia,Peace and Security,Transnational Crime,5600.0,2962300,0.00
ARM,Armenia,Education and Social Services,Basic Education,1.0,2962300,0.00
AUT,Austria,Multi-sector,Multi-sector - Unspecified,10149578.0,8955797,1.13
AUT,Austria,Program Support,Direct Administrative Costs,1813203.0,8955797,0.20
AZE,Azerbaijan,Program Support,Direct Administrative Costs,3630545.0,10137750,0.36
AZE,Azerbaijan,"Democracy, Human Rights, and Governance",Civil Society,1751632.0,10137750,0.17
AZE,Azerbaijan,Economic Development,Financial Sector,1431071.0,10137750,0.14
AZE,Azerbaijan,"Democracy, Human Rights, and Governance",Good Governance,1375030.0,10137750,0.14
AZE,Azerbaijan,Economic Development,Private Sector Competitiveness,1088747.0,10137750,0.11
AZE,Azerbaijan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,651155.0,10137750,0.06
AZE,Azerbaijan,Multi-sector,Multi-sector - Unspecified,609607.0,10137750,0.06
AZE,Azerbaijan,Economic Development,Trade and Investment,443928.0,10137750,0.04
AZE,Azerbaijan,Peace and Security,Counter-Terrorism,358888.0,10137750,0.04
AZE,Azerbaijan,Program Support,Monitoring and Evaluation,126752.0,10137750,0.01
AZE,Azerbaijan,Peace and Security,Conflict Mitigation and Reconciliation,100000.0,10137750,0.01
AZE,Azerbaijan,Health,Family Planning and Reproductive Health,100000.0,10137750,0.01
BDI,Burundi,Humanitarian Assistance,"Protection, Assistance and Solutions",12029266.0,12965481,0.93
BDI,Burundi,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2238043.0,12965481,0.17
BDI,Burundi,Program Support,Direct Administrative Costs,1416562.0,12965481,0.11
BDI,Burundi,Peace and Security,Conflict Mitigation and Reconciliation,1385382.0,12965481,0.11
BDI,Burundi,"Democracy, Human Rights, and Governance",Civil Society,637500.0,12965481,0.05
BDI,Burundi,Economic Development,Agriculture,556445.0,12965481,0.04
BDI,Burundi,"Democracy, Human Rights, and Governance",Good Governance,404000.0,12965481,0.03
BDI,Burundi,Health,HIV/AIDS,285576.0,12965481,0.02
BDI,Burundi,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,266078.0,12965481,0.02
BDI,Burundi,Multi-sector,Multi-sector - Unspecified,26914.0,12965481,0.00
BDI,Burundi,Humanitarian Assistance,Disaster Readiness,-19866.0,12965481,-0.00
BEL,Belgium,Program Support,Direct Administrative Costs,34609.0,11586195,0.00
BEN,Benin,Program Support,Direct Administrative Costs,3481931.0,13413417,0.26
BEN,Benin,Environment,Clean Productive Environment,611893.0,13413417,0.05
BEN,Benin,"Democracy, Human Rights, and Governance",Good Governance,311544.0,13413417,0.02
BEN,Benin,Education and Social Services,Basic Education,246546.0,13413417,0.02
BEN,Benin,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,195743.0,13413417,0.01
BEN,Benin,Health,HIV/AIDS,105125.0,13413417,0.01
BEN,Benin,Multi-sector,Multi-sector - Unspecified,58349.0,13413417,0.00
BFA,Burkina Faso,Humanitarian Assistance,"Protection, Assistance and Solutions",50054521.0,21995243,2.28
BFA,Burkina Faso,Peace and Security,Conflict Mitigation and Reconciliation,10154808.0,21995243,0.46
BFA,Burkina Faso,Program Support,Direct Administrative Costs,9448280.0,21995243,0.43
BFA,Burkina Faso,Economic Development,Agriculture,4499597.0,21995243,0.20
BFA,Burkina Faso,Peace and Security,Counter-Terrorism,3061955.0,21995243,0.14
BFA,Burkina Faso,Economic Development,Private Sector Competitiveness,944614.0,21995243,0.04
BFA,Burkina Faso,Health,Water Supply and Sanitation,938388.0,21995243,0.04
BFA,Burkina Faso,"Democracy, Human Rights, and Governance",Good Governance,369649.0,21995243,0.02
BFA,Burkina Faso,Health,HIV/AIDS,285576.0,21995243,0.01
BFA,Burkina Faso,"Democracy, Human Rights, and Governance",Civil Society,221657.0,21995243,0.01
BFA,Burkina Faso,Economic Development,Macroeconomic Foundation for Growth,208239.0,21995243,0.01
BFA,Burkina Faso,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",86325.0,21995243,0.00
BFA,Burkina Faso,Multi-sector,Multi-sector - Unspecified,60001.0,21995243,0.00
BFA,Burkina Faso,Humanitarian Assistance,Disaster Readiness,38254.0,21995243,0.00
BGD,Bangladesh,Humanitarian Assistance,"Protection, Assistance and Solutions",161328492.0,167658854,0.96
BGD,Bangladesh,Economic Development,Agriculture,24565138.0,167658854,0.15
BGD,Bangladesh,Program Support,Direct Administrative Costs,21449088.0,167658854,0.13
BGD,Bangladesh,Economic Development,Macroeconomic Foundation for Growth,4690476.0,167658854,0.03
BGD,Bangladesh,Humanitarian Assistance,Disaster Readiness,4069811.0,167658854,0.02
BGD,Bangladesh,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3614140.0,167658854,0.02
BGD,Bangladesh,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3343469.0,167658854,0.02
BGD,Bangladesh,Economic Development,Private Sector Competitiveness,3091200.0,167658854,0.02
BGD,Bangladesh,"Democracy, Human Rights, and Governance",Civil Society,2794390.0,167658854,0.02
BGD,Bangladesh,Peace and Security,Conflict Mitigation and Reconciliation,2401555.0,167658854,0.01
BGD,Bangladesh,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1951212.0,167658854,0.01
BGD,Bangladesh,Education and Social Services,Basic Education,1336229.0,167658854,0.01
BGD,Bangladesh,Program Support,Monitoring and Evaluation,1310569.0,167658854,0.01
BGD,Bangladesh,Environment,Clean Productive Environment,934609.0,167658854,0.01
BGD,Bangladesh,"Democracy, Human Rights, and Governance",Good Governance,440199.0,167658854,0.00
BGD,Bangladesh,Peace and Security,Counter-Terrorism,187888.0,167658854,0.00
BGD,Bangladesh,Education and Social Services,"Policies, Regulations, and Systems",26505.0,167658854,0.00
BGR,Bulgaria,Program Support,Direct Administrative Costs,175285.0,6507301,0.03
BHR,Bahrain,Humanitarian Assistance,Disaster Readiness,6977.0,1504365,0.00
BHS,Bahamas,Humanitarian Assistance,"Protection, Assistance and Solutions",4608099.0,396373,11.63
BHS,Bahamas,Humanitarian Assistance,Disaster Readiness,43469.0,396373,0.11
BIH,Bosnia and Herzegovina,Program Support,Direct Administrative Costs,11004577.0,3244907,3.39
BIH,Bosnia and Herzegovina,Peace and Security,Conflict Mitigation and Reconciliation,10141946.0,3244907,3.13
BIH,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Good Governance,5490221.0,3244907,1.69
BIH,Bosnia and Herzegovina,Economic Development,Trade and Investment,5330859.0,3244907,1.64
BIH,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Civil Society,4933192.0,3244907,1.52
BIH,Bosnia and Herzegovina,Economic Development,Private Sector Competitiveness,4235138.0,3244907,1.31
BIH,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3726274.0,3244907,1.15
BIH,Bosnia and Herzegovina,Education and Social Services,Basic Education,3400328.0,3244907,1.05
BIH,Bosnia and Herzegovina,Multi-sector,Multi-sector - Unspecified,2620310.0,3244907,0.81
BIH,Bosnia and Herzegovina,Economic Development,Infrastructure,1844904.0,3244907,0.57
BIH,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1364424.0,3244907,0.42
BIH,Bosnia and Herzegovina,Economic Development,Financial Sector,871949.0,3244907,0.27
BIH,Bosnia and Herzegovina,Peace and Security,Stabilization Operations and Security Sector Reform,515505.0,3244907,0.16
BIH,Bosnia and Herzegovina,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",290802.0,3244907,0.09
BIH,Bosnia and Herzegovina,Peace and Security,Counter-Terrorism,179896.0,3244907,0.06
BIH,Bosnia and Herzegovina,Education and Social Services,Education and Social Services - General,91000.0,3244907,0.03
BIH,Bosnia and Herzegovina,Education and Social Services,"Policies, Regulations, and Systems",84837.0,3244907,0.03
BIH,Bosnia and Herzegovina,Program Support,Monitoring and Evaluation,6765.0,3244907,0.00
BIH,Bosnia and Herzegovina,Humanitarian Assistance,"Protection, Assistance and Solutions",2539.0,3244907,0.00
BLR,Belarus,"Democracy, Human Rights, and Governance",Civil Society,1646457.0,9302585,0.18
BLR,Belarus,Program Support,Direct Administrative Costs,1493674.0,9302585,0.16
BLR,Belarus,Economic Development,Private Sector Competitiveness,1485339.0,9302585,0.16
BLR,Belarus,"Democracy, Human Rights, and Governance",Good Governance,1226785.0,9302585,0.13
BLR,Belarus,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1192045.0,9302585,0.13
BLR,Belarus,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,622434.0,9302585,0.07
BLR,Belarus,Program Support,Monitoring and Evaluation,340946.0,9302585,0.04
BLR,Belarus,Education and Social Services,"Policies, Regulations, and Systems",45724.0,9302585,0.00
BLR,Belarus,Economic Development,Economic Opportunity,33187.0,9302585,0.00
BLR,Belarus,Health,Water Supply and Sanitation,-24870.0,9302585,-0.00
BLR,Belarus,Education and Social Services,Education and Social Services - General,-41000.0,9302585,-0.00
BLR,Belarus,Education and Social Services,Social Services,-44937.0,9302585,-0.00
BLR,Belarus,Multi-sector,Multi-sector - Unspecified,-54656.0,9302585,-0.01
BLZ,Belize,Multi-sector,Multi-sector - Unspecified,491142.0,395346,1.24
BLZ,Belize,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,252650.0,395346,0.64
BLZ,Belize,Environment,Environment,165456.0,395346,0.42
BLZ,Belize,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",57131.0,395346,0.14
BLZ,Belize,Education and Social Services,Education and Social Services - General,45800.0,395346,0.12
BLZ,Belize,Peace and Security,Transnational Crime,45274.0,395346,0.11
BOL,Bolivia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),4589389.0,11937360,0.38
BOL,Bolivia,Peace and Security,Conflict Mitigation and Reconciliation,2169120.0,11937360,0.18
BOL,Bolivia,Education and Social Services,Higher Education,1027700.0,11937360,0.09
BOL,Bolivia,Multi-sector,Multi-sector - Unspecified,503703.0,11937360,0.04
BOL,Bolivia,Humanitarian Assistance,Disaster Readiness,340000.0,11937360,0.03
BOL,Bolivia,Humanitarian Assistance,"Protection, Assistance and Solutions",275000.0,11937360,0.02
BOL,Bolivia,Program Support,Direct Administrative Costs,69802.0,11937360,0.01
BOL,Bolivia,Environment,Natural Resources and Biodiversity,21894.0,11937360,0.00
BRA,Brazil,Humanitarian Assistance,"Protection, Assistance and Solutions",16664679.0,209550294,0.08
BRA,Brazil,Health,Pandemic Influenza and Other Emerging Threats (PIOET),6705530.0,209550294,0.03
BRA,Brazil,Environment,Clean Productive Environment,3016290.0,209550294,0.01
BRA,Brazil,Economic Development,Macroeconomic Foundation for Growth,2720575.0,209550294,0.01
BRA,Brazil,Program Support,Direct Administrative Costs,1840628.0,209550294,0.01
BRA,Brazil,Economic Development,Private Sector Competitiveness,500000.0,209550294,0.00
BRA,Brazil,Health,Other Public Health Threats,450000.0,209550294,0.00
BRB,Barbados,Humanitarian Assistance,Disaster Readiness,11547.0,282147,0.04
BTN,Bhutan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),353582.0,775442,0.46
BTN,Bhutan,Education and Social Services,Education and Social Services - General,254687.0,775442,0.33
BTN,Bhutan,Humanitarian Assistance,Disaster Readiness,24752.0,775442,0.03
BWA,Botswana,Program Support,Direct Administrative Costs,2288059.0,2401441,0.95
BWA,Botswana,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,127135.0,2401441,0.05
BWA,Botswana,Economic Development,Private Sector Competitiveness,75000.0,2401441,0.03
BWA,Botswana,Health,HIV/AIDS,47926.0,2401441,0.02
BWA,Botswana,Multi-sector,Multi-sector - Unspecified,19750.0,2401441,0.01
BWA,Botswana,Economic Development,Economic Development - General,11700.0,2401441,0.00
BWA,Botswana,Education and Social Services,Basic Education,4200.0,2401441,0.00
CAF,Central African Republic,Humanitarian Assistance,"Protection, Assistance and Solutions",76405133.0,5112100,14.95
CAF,Central African Republic,"Democracy, Human Rights, and Governance",Good Governance,2322487.0,5112100,0.45
CAF,Central African Republic,Program Support,Direct Administrative Costs,618863.0,5112100,0.12
CAF,Central African Republic,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,553706.0,5112100,0.11
CAN,Canada,Environment,Clean Productive Environment,1113495.0,38239864,0.03
CAN,Canada,Program Support,Monitoring and Evaluation,67210.0,38239864,0.00
CHL,Chile,Humanitarian Assistance,Disaster Readiness,45000.0,19456334,0.00
CHN,China (P.R.C.),Economic Development,Macroeconomic Foundation for Growth,3369745.0,1412360000,0.00
CHN,China (P.R.C.),Economic Development,Private Sector Competitiveness,3242900.0,1412360000,0.00
CHN,China (P.R.C.),Program Support,Direct Administrative Costs,1728585.0,1412360000,0.00
CHN,China (P.R.C.),Environment,Clean Productive Environment,745159.0,1412360000,0.00
CHN,China (P.R.C.),Education and Social Services,"Policies, Regulations, and Systems",563050.0,1412360000,0.00
CHN,China (P.R.C.),Education and Social Services,Higher Education,102411.0,1412360000,0.00
CHN,China (P.R.C.),Environment,Natural Resources and Biodiversity,85410.0,1412360000,0.00
CIV,Cote d'Ivoire,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,3574444.0,29639736,0.12
CIV,Cote d'Ivoire,Economic Development,Infrastructure,3208800.0,29639736,0.11
CIV,Cote d'Ivoire,Program Support,Direct Administrative Costs,2380665.0,29639736,0.08
CIV,Cote d'Ivoire,"Democracy, Human Rights, and Governance",Civil Society,2311703.0,29639736,0.08
CIV,Cote d'Ivoire,Health,HIV/AIDS,1100779.0,29639736,0.04
CIV,Cote d'Ivoire,Economic Development,Private Sector Competitiveness,203516.0,29639736,0.01
CIV,Cote d'Ivoire,Peace and Security,Conflict Mitigation and Reconciliation,159634.0,29639736,0.01
CIV,Cote d'Ivoire,Humanitarian Assistance,"Protection, Assistance and Solutions",93494.0,29639736,0.00
CIV,Cote d'Ivoire,Multi-sector,Multi-sector - Unspecified,69223.0,29639736,0.00
CIV,Cote d'Ivoire,Program Support,Monitoring and Evaluation,22359.0,29639736,0.00
CIV,Cote d'Ivoire,Health,Pandemic Influenza and Other Emerging Threats (PIOET),15000.0,29639736,0.00
CIV,Cote d'Ivoire,"Democracy, Human Rights, and Governance",Good Governance,10751.0,29639736,0.00
CIV,Cote d'Ivoire,Environment,Natural Resources and Biodiversity,4255.0,29639736,0.00
CIV,Cote d'Ivoire,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,-3670.0,29639736,-0.00
CMR,Cameroon,Humanitarian Assistance,"Protection, Assistance and Solutions",33831821.0,26915758,1.26
CMR,Cameroon,Program Support,Direct Administrative Costs,1274786.0,26915758,0.05
CMR,Cameroon,Multi-sector,Multi-sector - Unspecified,568768.0,26915758,0.02
CMR,Cameroon,Environment,Natural Resources and Biodiversity,381979.0,26915758,0.01
CMR,Cameroon,Health,HIV/AIDS,205743.0,26915758,0.01
CMR,Cameroon,Peace and Security,Counter-Terrorism,139108.0,26915758,0.01
CMR,Cameroon,"Democracy, Human Rights, and Governance",Good Governance,84720.0,26915758,0.00
CMR,Cameroon,Health,Other Public Health Threats,71505.0,26915758,0.00
