id,user_id,user_name,quality_grade,url,image_url,description,latitude,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
11866,642,Sam McNally,research,http://www.inaturalist.org/observations/11866,https://inaturalist-open-data.s3.amazonaws.com/photos/253181/medium.JPG,"",36.1633792,United States,Steller's Jay,Cyanocitta stelleri,Steller's Jay,Aves,8234
13135,549,Bob Dodge,research,http://www.inaturalist.org/observations/13135,https://inaturalist-open-data.s3.amazonaws.com/photos/25763/medium.JPG,"Out in mixed grassland, oak and shrubs. Observed it three times that day",37.405380562,United States,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
13380,516,"",research,http://www.inaturalist.org/observations/13380,https://inaturalist-open-data.s3.amazonaws.com/photos/26616/medium.JPG,"",52.2426850306,Netherlands,Eurasian Oystercatcher,Haematopus ostralegus,Eurasian Oystercatcher,Aves,4843
14074,516,"",research,http://www.inaturalist.org/observations/14074,https://inaturalist-open-data.s3.amazonaws.com/photos/27662/medium.JPG,"",52.3585283,Netherlands,Grey Heron,Ardea cinerea,Grey Heron,Aves,4954
14077,516,"",research,http://www.inaturalist.org/observations/14077,https://inaturalist-open-data.s3.amazonaws.com/photos/27665/medium.JPG,"",52.3585283,Netherlands,Dunnock,Prunella modularis,Dunnock,Aves,13988
14091,516,"",research,http://www.inaturalist.org/observations/14091,https://inaturalist-open-data.s3.amazonaws.com/photos/27683/medium.JPG,"",52.3585283,Netherlands,Eurasian Nuthatch,Sitta europaea,Eurasian Nuthatch,Aves,14824
15190,516,"",research,http://www.inaturalist.org/observations/15190,https://inaturalist-open-data.s3.amazonaws.com/photos/29403/medium.JPG,"",52.3602793,Netherlands,Eurasian Wren,Troglodytes troglodytes,Eurasian Wren,Aves,145363
17052,169,"",research,http://www.inaturalist.org/observations/17052,https://inaturalist-open-data.s3.amazonaws.com/photos/31757/medium.JPG,I heard that this cemetery was a good place for warblers and Bahamian strays.  Didn't see any strays and decided that warblers are the devil.  Anything that won't sit still long enough for me to focus and shoot is just pure evil in my book.  This redstart is the only one that gave me anything.,26.1058093,United States,American Redstart,Setophaga ruticilla,American Redstart,Aves,10247
17063,1178,Guillermo Debandi,research,http://www.inaturalist.org/observations/17063,https://inaturalist-open-data.s3.amazonaws.com/photos/31779/medium.JPG,"",-33.0262959993,Argentina,Great Kiskadee,Pitangus sulphuratus,Great Kiskadee,Aves,16956
18568,169,"",research,http://www.inaturalist.org/observations/18568,https://inaturalist-open-data.s3.amazonaws.com/photos/33975/medium.JPG,Very active.  Every time I approached within say 20 meters on one it would fly over me barking loudly and circle back where it came from.  Neat birds.,26.3451237646,United States,Black-necked Stilt,Himantopus mexicanus,Black-necked Stilt,Aves,4836
19240,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/19240,https://inaturalist-open-data.s3.amazonaws.com/photos/34849/medium.jpg,tons of these around on Alcatraz... nesting too. ,37.8266636,United States,Western Gull,Larus occidentalis,Western Gull,Aves,4345
19252,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/19252,https://inaturalist-open-data.s3.amazonaws.com/photos/34874/medium.jpg,a tundra swan pair in flight,35.4774466718,United States,Tundra Swan,Cygnus columbianus,Tundra Swan,Aves,6917
19253,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/19253,https://inaturalist-open-data.s3.amazonaws.com/photos/34875/medium.jpg,flock of waxwings.,35.5134618,United States,Cedar Waxwing,Bombycilla cedrorum,Cedar Waxwing,Aves,7428
19334,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/19334,https://inaturalist-open-data.s3.amazonaws.com/photos/34988/medium.jpg,Always see these guys in low numbers enjoying the trade lofts,21.2822051,United States,Great Frigatebird,Fregata minor,Great Frigatebird,Aves,4636
20064,1703,Cheryl McCleary-Catalano,research,http://www.inaturalist.org/observations/20064,https://inaturalist-open-data.s3.amazonaws.com/photos/35970/medium.JPG,"",59.2358333,United States,Bald Eagle,Haliaeetus leucocephalus,Bald Eagle,Aves,5305
20556,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/20556,https://inaturalist-open-data.s3.amazonaws.com/photos/36442/medium.jpg,"wandering tattler foraging on a lava bench at China Walls, near Portlock, Oahu.",21.260591084,United States,Wandering Tattler,Tringa incana,Wandering Tattler,Aves,144490
20778,1620,"",research,http://www.inaturalist.org/observations/20778,https://inaturalist-open-data.s3.amazonaws.com/photos/36747/medium.jpg,It pearched there and sang for quite awhile,41.4026300512,United States,Eastern Wood-Pewee,Contopus virens,Eastern Wood-Pewee,Aves,16100
20782,1620,"",research,http://www.inaturalist.org/observations/20782,https://inaturalist-open-data.s3.amazonaws.com/photos/36748/medium.jpg,"",41.4026300512,United States,veery,Catharus fuscescens,Veery,Aves,12901
20852,533,Kyle Van Houtan,research,http://www.inaturalist.org/observations/20852,https://inaturalist-open-data.s3.amazonaws.com/photos/36865/medium.jpg,Male osprey about to feed female who is sitting on the nest. ,41.5425055338,United States,Osprey,Pandion haliaetus,Osprey,Aves,116999
