id,artist_name,author_wikilink,artist_nationality,artist_iso3,country_of_subject,subject_iso3,title,keep,nudity,image_url,work_url,location_reason,author_background,artwork_date,birth_date,death_date,birth_place,source,tags,more_info,is_local,filepath
166,"Tiwanaku-Wari
 Coastal Peru or highland Bolivia",,,BOL,Bolivia,,Jar in the Form of a Jaguar Head,keep,,"https://www.artic.edu/iiif/2/e06e7dc0-3c49-76e4-546b-3344517716c2/full/843,/0/default.jpg",https://www.artic.edu/artworks/9142,,,700–1000,,,,aic,,public domain,FALSE,images/BOL/children_artwork/Jar_in_the_Form_of_a_Jaguar_Head.jpg
167,Burma (Myanmar),,,MMR,Myanmar,,Kneeling Monk,keep,,"https://www.artic.edu/iiif/2/a4e1f1e6-f562-8369-65d0-bc19320e809d/full/843,/0/default.jpg",https://www.artic.edu/artworks/65967,,,19th century,,,,aic,,public domain,FALSE,images/MMR/children_artwork/Kneeling_Monk.jpg
168,Jēkabs Kazaks,,,LVA,Latvia,,Ladies at the Seaside,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/J%C4%93kabs%20Kazaks%20-%20Ladies%20at%20the%20Seaside%20-%20Google%20Art%20Project.jpg,https://www.wikidata.org/wiki/Q28808869,,,1920,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/LVA/children_artwork/Ladies_at_the_Seaside.jpg
169,,,,LUX,Luxembourg,,Luxembourg,keep,,"https://collections.mnaha.lu/api/v1/records/mnha12326/files/images/mnha12326_69182.jpg/full/!460,460/0/default.jpg",https://www.europeana.eu/item/1269/mnha12326?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/LUX/children_artwork/Luxembourg.jpg
170,Costa Rica,,,CRI,Costa Rica,,Mace Head,keep,,https://openaccess-cdn.clevelandart.org/1990.165/1990.165_web.jpg,https://clevelandart.org/art/1990.165,,,300–500 CE,,,,cleveland,pecked and polished gray stone,CC0,FALSE,images/CRI/children_artwork/Mace_Head.jpg
171,"Chokwe
 Angola or Democratic Republic of the Congo
 Central Africa",,,AGO,Angola,,Male Face Mask (Chihongo),keep,,"https://www.artic.edu/iiif/2/65010653-87cb-a15c-1803-bca5b6617a75/full/843,/0/default.jpg",https://www.artic.edu/artworks/181740,,,Mid–late 19th century,,,,aic,,public domain,FALSE,images/AGO/children_artwork/Male_Face_Mask_Chihongo.jpg
172,"Africa, West Africa, Mali, probably Djenné-Djenno, Inland Niger Delta culture-style maker",,,MLI,Mali,,Male Figure,keep,,https://openaccess-cdn.clevelandart.org/1985.199/1985.199_web.jpg,https://clevelandart.org/art/1985.199,,,possibly 1300s–1600s,,,,cleveland,Terracotta,CC0,FALSE,images/MLI/children_artwork/Male_Figure.jpg
173,"Democratic Republic of Congo or Cabinda (Angola), Kongo artist and nganga (priest)",,,AGO,Angola,,Male figure (nkisi nkondi),keep,,https://openaccess-cdn.clevelandart.org/2010.432/2010.432_web.jpg,https://clevelandart.org/art/2010.432,,,late 1800s-early 1900s,,,,cleveland,"Wood, metalized glass, iron, organic material, ivory or plastic, and natural fiber",CC0,FALSE,images/AGO/children_artwork/Male_figure_nkisi_nkondi.jpg
174,Ethiopian,,,ETH,Ethiopia,,"Manuscript of Discourses on the Festivals of Saint Michael, with ninety-three paintings",keep,,https://nrs.harvard.edu/urn-3:HUAM:DDC253339_dynmc,https://www.harvardartmuseums.org/collections/object/215805,,,16th-17th century,,,,harvard,,public domain,FALSE,images/ETH/children_artwork/Manuscript_of_Discourses_on_the_Festivals_of_Saint_Michael_with_ninety-three_paintings.jpg
175,"Africa, West Africa, Liberia, Dan-style maker",,,LBR,Liberia,,Mask,keep,,https://openaccess-cdn.clevelandart.org/1953.456/1953.456_web.jpg,https://clevelandart.org/art/1953.456,,,c. 1900s?,,,,cleveland,Wood,CC0,FALSE,images/LBR/children_artwork/Mask.jpg
176,"Africa, Central Africa, Cameroon, Grassfields region, Bamileke-style maker",,,CMR,Cameroon,,Mask (mbap mteng): Elephant (aka),keep,,https://openaccess-cdn.clevelandart.org/1985.1082/1985.1082_web.jpg,https://clevelandart.org/art/1985.1082,,,early 1900s,,,,cleveland,"Cotton, burlap, glass beads, twine, leather, and wood",CC0,FALSE,images/CMR/children_artwork/Mask_mbap_mteng_Elephant_aka.jpg
177,"Africa, West Africa, Burkina Faso, Mossi-style blacksmith-carver",,,BFA,Burkina Faso,,Mask (wan-balinga),keep,,https://openaccess-cdn.clevelandart.org/2014.1/2014.1_web.jpg,https://clevelandart.org/art/2014.1,,,early 1900s,,,,cleveland,Wood and paint,CC0,FALSE,images/BFA/children_artwork/Mask_wan-balinga.jpg
178,"Ghana, Akan-style sculpture, unknown female ceramicist",,,GHA,Ghana,,Memorial head (nsodie),keep,,https://openaccess-cdn.clevelandart.org/1990.22/1990.22_web.jpg,https://clevelandart.org/art/1990.22,,,late 1600s–early 1700s,,,,cleveland,Terracotta,CC0,FALSE,images/GHA/children_artwork/Memorial_head_nsodie.jpg
179,Arshak Fetvadjian,,,ARM,Armenia,,Michael Master,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/A.%20Fetvadjian.%20Mikayel%20vardapet.%20Ani.jpg,https://www.wikidata.org/wiki/Q26247420,,,1907,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/ARM/children_artwork/Michael_Master.jpg
180,"Luluwa
 Democratic Republic of the Congo
 Central Africa",,,COD,Democratic Republic of the Congo,,Mother-and-Child Figure (Bwanga bwa Chibola),keep,,"https://www.artic.edu/iiif/2/a766aef8-3bd6-8516-6691-223d9f8239b4/full/843,/0/default.jpg",https://www.artic.edu/artworks/125774,,,Mid–late 19th century,,,,aic,,public domain,FALSE,images/COD/children_artwork/Mother-and-Child_Figure_Bwanga_bwa_Chibola.jpg
181,,,,MWI,Malawi,,Nyasaland (Idag Malawi). Afrika.,keep,,https://ems.dimu.org/image/013AjNvnXDWQ?dimension=1200x1200,https://www.europeana.eu/item/1351/S_YLM_photo_PHO_26_2_01198?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/MWI/children_artwork/Nyasaland_Idag_Malawi_Afrika.jpg
182,"Ometepe Island, Lake Nicaragua (Cocibolca), Nicaragua",,,NIC,Nicaragua,,Open Bowl in the Form of a Jaguar,keep,,"https://www.artic.edu/iiif/2/78d16cf4-9ae1-4933-8bb6-d914d47de23d/full/843,/0/default.jpg",https://www.artic.edu/artworks/155965,,,600–900,,,,aic,,public domain,FALSE,images/NIC/children_artwork/Open_Bowl_in_the_Form_of_a_Jaguar.jpg
183,"Nepal, Kathmandu Valley",,,NPL,Nepal,,Pair of Deity Earrings with Vishnu on Garuda (front) and chepu (monster mask) (back),keep,,https://openaccess-cdn.clevelandart.org/1915.338/1915.338_web.jpg,https://clevelandart.org/art/1915.338,,,1600s or 1700s,,,,cleveland,Gold set with precious and semi-precious stones,CC0,FALSE,images/NPL/children_artwork/Pair_of_Deity_Earrings_with_Vishnu_on_Garuda_front_and_chepu_monster_mask_back.jpg
184,"Probably Babessi or Bamessing, Cameroon, Cameroon Grassfields-style pottery, unknown female ceramicist",,,CMR,Cameroon,,Palm Wine Vessel (kuh mendu),keep,,https://openaccess-cdn.clevelandart.org/1998.94/1998.94_web.jpg,https://clevelandart.org/art/1998.94,,,1900s,,,,cleveland,Terracotta,CC0,FALSE,images/CMR/children_artwork/Palm_Wine_Vessel_kuh_mendu.jpg
185,"China, Possibly Macao",,,MAC,Macao,,Panel (Dress Fabric),keep,,"https://www.artic.edu/iiif/2/c26edc74-d63a-3ec1-00ee-1d2db1e93e84/full/843,/0/default.jpg",https://www.artic.edu/artworks/149407,,,"Qing dynasty (1644–1911), 1701/1800",,,,aic,,public domain,FALSE,images/MAC/children_artwork/Panel_Dress_Fabric.jpg
186,"Coclé
 Possibly Los Santos province, Panama",,,PAN,Panama,,Pedestal Bowl Depicting Bicephalic Footed Serpent with Headcrest,keep,,"https://www.artic.edu/iiif/2/40987f60-9c39-1768-0b15-2f5268e9fef8/full/843,/0/default.jpg",https://www.artic.edu/artworks/65311,,,700–1100,,,,aic,,public domain,FALSE,images/PAN/children_artwork/Pedestal_Bowl_Depicting_Bicephalic_Footed_Serpent_with_Headcrest.jpg
187,"Veraguas
 Panama",,,PAN,Panama,,Pendant in the Form of a Frog,keep,,"https://www.artic.edu/iiif/2/fab41922-656e-48fd-9c63-6d697ef5e817/full/843,/0/default.jpg",https://www.artic.edu/artworks/8088,,,1000–1500,,,,aic,,public domain,FALSE,images/PAN/children_artwork/Pendant_in_the_Form_of_a_Frog.jpg
188,Malaysia,,,MYS,Malaysia,,Pillow-end Plate,keep,,https://openaccess-cdn.clevelandart.org/1916.438.a/1916.438.a_web.jpg,https://clevelandart.org/art/1916.438.a,,,1800s,,,,cleveland,white metal,CC0,FALSE,images/MYS/children_artwork/Pillow-end_Plate.jpg
189,Flaxney Stowell,,,IMN,Isle of Man,,Pooil Vaaish Farm,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Flaxney%20Stowell%20%281846-1916%29%20-%20Pooil%20Vaaish%20Farm%20-%20L21534%20-%20Manx%20Museum.jpg,https://www.wikidata.org/wiki/Q119141021,,,1886,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/IMN/children_artwork/Pooil_Vaaish_Farm.jpg
190,Kazimierz Mordasewicz,,,BLR,Belarus,,Portrait of Adam Mickiewicz,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Kazimierz%20Mordasewicz%20-%20Portrait%20of%20Adam%20Mickiewicz%20-%20MP%205431%20MNW%20-%20National%20Museum%20in%20Warsaw.jpg,https://www.wikidata.org/wiki/Q104603030,,,1897,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/BLR/children_artwork/Portrait_of_Adam_Mickiewicz.jpg
191,"Africa, Central Africa, Cameroon, Babanki-style maker",,,CMR,Cameroon,,Prestige Chair,keep,,https://openaccess-cdn.clevelandart.org/1983.33/1983.33_web.jpg,https://clevelandart.org/art/1983.33,,,1800s,,,,cleveland,Wood and paint,CC0,FALSE,images/CMR/children_artwork/Prestige_Chair.jpg
192,"Africa, Central Africa, Cameroon, Bandjoun Kingdom, Bamileke makers",,,CMR,Cameroon,,Prestige stool (Kuo fo),keep,,https://openaccess-cdn.clevelandart.org/2006.138/2006.138_web.jpg,https://clevelandart.org/art/2006.138,,,possibly 1800s,,,,cleveland,"Wood, cotton, plant fiber, glass beads, and indigo",CC0,FALSE,images/CMR/children_artwork/Prestige_stool_Kuo_fo.jpg
193,Alberto Valenzuela Llanos,,,CHL,Chile,,Puesta de sol,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Puesta%20de%20sol.jpg,https://www.wikidata.org/wiki/Q114885820,,,,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/CHL/children_artwork/Puesta_de_sol.jpg
194,Q4454298,,,KAZ,Kazakhstan,,Stamp of Kazakhstan,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Stamp%20of%20Kazakhstan%20093.jpg,https://www.wikidata.org/wiki/Q131903461,,,1960,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/KAZ/children_artwork/Stamp_of_Kazakhstan.jpg
195,"Africa, West Africa, Burkina Faso, Bobo-style blacksmith-carver",,,BFA,Burkina Faso,,Ram Mask (Bolo),keep,,https://openaccess-cdn.clevelandart.org/2016.56/2016.56_web.jpg,https://clevelandart.org/art/2016.56,,,possibly early 1900s,,,,cleveland,Wood and paint,CC0,FALSE,images/BFA/children_artwork/Ram_Mask_Bolo.jpg
196,Oman,,,OMN,Oman,,Ring,keep,,https://openaccess-cdn.clevelandart.org/1916.377/1916.377_web.jpg,https://clevelandart.org/art/1916.377,,,early 1900s,,,,cleveland,silver,CC0,FALSE,images/OMN/children_artwork/Ring.jpg
197,"Asante
 Ghana
 Coastal West Africa",,,GHA,Ghana,,Royal Chair (Akonkromfi),keep,,"https://www.artic.edu/iiif/2/d5a271dc-cb9e-4040-561d-158956db94d4/full/843,/0/default.jpg",https://www.artic.edu/artworks/155988,,,Probably mid–/late 19th century,,,,aic,,public domain,FALSE,images/GHA/children_artwork/Royal_Chair_Akonkromfi.jpg
198,Nepal,,,NPL,Nepal,,Royal Female Donor,keep,,https://openaccess-cdn.clevelandart.org/1978.89/1978.89_web.jpg,https://clevelandart.org/art/1978.89,,,c. 1500,,,,cleveland,bronze,CC0,FALSE,images/NPL/children_artwork/Royal_Female_Donor.jpg
199,,,,PNG,Papua New Guinea,,"Sacred anthropomorphic figure, New Ireland, Papua New Guinea.",keep,,"https://iiif.wellcomecollection.org/image/M0016051.jpg/full/512,/0/default.jpg",https://www.europeana.eu/item/9200579/d6wzjd9e?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/PNG/children_artwork/Sacred_anthropomorphic_figure_New_Ireland_Papua_New_Guinea.jpg
200,"Bolivia, Peru or Chile, Southern Highlands, early Tiwanaku style, 400-1000",,,CHL,Chile,,Sacrificer,keep,,https://openaccess-cdn.clevelandart.org/1996.293/1996.293_web.jpg,https://clevelandart.org/art/1996.293,,,400–1000,,,,cleveland,carved bone,CC0,FALSE,images/CHL/children_artwork/Sacrificer.jpg
201,Melchor Pérez de Holguín,,,BOL,Bolivia,,Saint Christopher,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Melchor%20P%C3%A9rez%20Holguin%20-%20Saint%20Christopher%20-%202018.652.2%20-%20Metropolitan%20Museum%20of%20Art.jpg,https://www.wikidata.org/wiki/Q104413131,,,1710,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/BOL/children_artwork/Saint_Christopher.jpg
202,"Africa, Central Africa, Gabon, Kota-style maker",,,GAB,Gabon,,Sculptural Element from a Reliquary Ensemble (mbulu ngulu),keep,,https://openaccess-cdn.clevelandart.org/2005.2/2005.2_web.jpg,https://clevelandart.org/art/2005.2,,,probably 1800s,,,,cleveland,"Wood, copper alloy, and iron",CC0,FALSE,images/GAB/children_artwork/Sculptural_Element_from_a_Reliquary_Ensemble_mbulu_ngulu.jpg
203,,,,BTN,Bhutan,,"Skull Mask, Bhutan",keep,,"https://iiif.wellcomecollection.org/image/L0037057.jpg/full/512,/0/default.jpg",https://www.europeana.eu/item/9200579/wugfttq4?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/BTN/children_artwork/Skull_Mask_Bhutan.jpg
204,Guinea,,,GIN,Guinea,,Snake mask,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Guinea%2C%20nalu%2C%20parte%20superiore%20di%20una%20maschera%20mbanchong%20a%20forma%20di%20serpente%2C%20xix-inizio%20xx%20sec.%2001.JPG,https://www.wikidata.org/wiki/Q115695445,,,1900,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/GIN/children_artwork/Snake_mask.jpg
205,"Africa, Southern Africa, South Africa, Zimbabwe or Mozambique, Northern Nguni-style or Shona-style maker",,,MOZ,Mozambique,,Snuff Container,keep,,https://openaccess-cdn.clevelandart.org/2010.200/2010.200_web.jpg,https://clevelandart.org/art/2010.200,,,1800s–1900s,,,,cleveland,Gourd and copper alloy,CC0,FALSE,images/MOZ/children_artwork/Snuff_Container.jpg
206,"Eastern Africa, Uganda or Rwanda-Burundi, unknown maker",,,BDI,Burundi,,Spike fiddle (endingidi or iningidi),keep,,https://openaccess-cdn.clevelandart.org/1929.347/1929.347_web.jpg,https://clevelandart.org/art/1929.347,,,1900s,,,,cleveland,"Wood, snakeskin, and plant fiber",CC0,FALSE,images/BDI/children_artwork/Spike_fiddle_endingidi_or_iningidi.jpg
207,"Melanesia, Papua New Guinea, Papuan Gulf, Elema District, 20th century",,,PNG,Papua New Guinea,,Spirit Board,keep,,https://openaccess-cdn.clevelandart.org/1971.154/1971.154_web.jpg,https://clevelandart.org/art/1971.154,,,before 1930,,,,cleveland,painted wood,CC0,FALSE,images/PNG/children_artwork/Spirit_Board.jpg
208,"Pakistan
 Ancient region of Gandhara",,,PAK,Pakistan,,Standing Bodhisattva with Human-Figure Necklace,keep,,"https://www.artic.edu/iiif/2/483decb0-fc13-df85-6c68-1d57b6246fc8/full/843,/0/default.jpg",https://www.artic.edu/artworks/151086,,,"Kushan period, 2nd/3rd century",,,,aic,,public domain,FALSE,images/PAK/children_artwork/Standing_Bodhisattva_with_Human-Figure_Necklace.jpg
209,"Pakistan, Gandhara, Kushan period",,,PAK,Pakistan,,Standing Buddha,keep,,https://openaccess-cdn.clevelandart.org/1972.43/1972.43_web.jpg,https://clevelandart.org/art/1972.43,,,150–200 CE,,,,cleveland,schist,CC0,FALSE,images/PAK/children_artwork/Standing_Buddha.jpg
210,Democratic Republic of the Congo,,,COD,Democratic Republic of the Congo,,"Statue nkisi nkonde, yombé",keep,,http://commons.wikimedia.org/wiki/Special:FilePath/F%C3%A9tiche%20%C3%A0%20clous%20Yombe%20ou%20Woyo%20%28Mus%C3%A9e%20du%20quai%20Branly%2C%20Paris%29%20%2855224817180%29.png,https://www.wikidata.org/wiki/Q60492834,,,1850,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/COD/children_artwork/Statue_nkisi_nkonde_yombé.jpg
211,"Africa, Central Africa, Democratic Republic of the Congo, Mangbetu-style maker",,,COD,Democratic Republic of the Congo,,Stool,keep,,https://openaccess-cdn.clevelandart.org/1929.320/1929.320_web.jpg,https://clevelandart.org/art/1929.320,,,by 1928,,,,cleveland,wood,CC0,FALSE,images/COD/children_artwork/Stool.jpg
212,Ada Vorhaus Gabriel,,,CUW,Curaçao,,Street in Curaçao,keep,,https://nrs.harvard.edu/urn-3:HUAM:INV162364_dynmc,https://www.harvardartmuseums.org/collections/object/255897,,,20th century,,,,harvard,Lithograph,public domain,FALSE,images/CUW/children_artwork/Street_in_Curaçao.jpg
213,"Nepal
 Kathmandu Valley",,,NPL,Nepal,,Tantric Deities Hevajra and Nairatmya in Ritual Embrace (Yab-Yum),keep,,"https://www.artic.edu/iiif/2/cf932528-92bb-77f8-51d0-145f681643df/full/843,/0/default.jpg",https://www.artic.edu/artworks/137222,,,c. 1600,,,,aic,,public domain,FALSE,images/NPL/children_artwork/Tantric_Deities_Hevajra_and_Nairatmya_in_Ritual_Embrace_Yab-Yum.jpg
214,,,,GNB,Guinea-Bissau,,"textil, textile",keep,,https://collections.smvk.se/carlotta-em/web/image/zoom/25086973/2020.01.0001_alt01.jpg,https://www.europeana.eu/item/91619/SMVK_EM_objekt_25086968?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/GNB/children_artwork/textil_textile.jpg
215,Bhutan,,,BTN,Bhutan,,Tribal Bracelet,keep,,"https://www.artic.edu/iiif/2/71c38485-ce61-b8fc-cd4a-bce221fe39b9/full/843,/0/default.jpg",https://www.artic.edu/artworks/60896,,,mid–19th century,,,,aic,,public domain,FALSE,images/BTN/children_artwork/Tribal_Bracelet.jpg
216,Nassau (Bahama's),,,BHS,Bahamas,,"Trimming Sponge, Nassau Bahamas",keep,,https://iiif.micr.io/TvOgt/full/max/0/default.jpg,https://www.rijksmuseum.nl/en/collection/NG-2022-1-2-2028,,,ca. 1906 - ca. 1922,,,,rijksmuseum,karton,public domain,FALSE,images/BHS/children_artwork/Trimming_Sponge_Nassau_Bahamas.jpg
217,"Classic Maya
 Ulúa River Valley, Honduras or Petén region, Guatemala",,,HND,Honduras,,Tripod Vessel Depicting Monkey Hunters and Traders,keep,,"https://www.artic.edu/iiif/2/6040a1f6-8e4b-542b-bef1-5819619bf489/full/843,/0/default.jpg",https://www.artic.edu/artworks/210033,,,850–950,,,,aic,,public domain,FALSE,images/HND/children_artwork/Tripod_Vessel_Depicting_Monkey_Hunters_and_Traders.jpg
218,"Central Ethiopia
 Eastern and Southern Africa",,,ETH,Ethiopia,,Triptych,keep,,"https://www.artic.edu/iiif/2/ea1e9c35-df65-1d51-96a0-73c772e18990/full/843,/0/default.jpg",https://www.artic.edu/artworks/185651,,,Late 17th century,,,,aic,,public domain,FALSE,images/ETH/children_artwork/Triptych.jpg
219,Agostino Brunias,,,DMA,Dominica,,"Two Women of Color, Dominica [French Mulatress of Dominica and a Negro Woman in their Proper Dress]",keep,,https://nrs.harvard.edu/urn-3:HUAM:LEG281323,https://www.harvardartmuseums.org/collections/object/222160,,,c. 1765-1790,,,,harvard,,public domain,FALSE,images/DMA/children_artwork/Two_Women_of_Color_Dominica_French_Mulatress_of_Dominica_and_a_Negro_Woman_in_their_Proper_Dress.jpg
220,"Carchi
 Carchi province, Ecuador",,,ECU,Ecuador,,Urn Painted with a Geometric Textile-like Pattern,keep,,"https://www.artic.edu/iiif/2/30f1f6b4-c347-2f5d-787b-70fb16f3d024/full/843,/0/default.jpg",https://www.artic.edu/artworks/25866,,,1100–1500,,,,aic,,public domain,FALSE,images/ECU/children_artwork/Urn_Painted_with_a_Geometric_Textile-like_Pattern.jpg
221,,,,SOM,Somalia,,"Wall material made of braided grass, typical of nomadic houses in Somalia",keep,,https://sokisamlingar.sormlandsmuseum.se/files/original/24c346fbe51904fa3bc584bf1644ebb2.jpg,https://www.europeana.eu/item/916123/SLM_item_319677?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,2000,,,,europeana,,open,FALSE,images/SOM/children_artwork/Wall_material_made_of_braided_grass_typical_of_nomadic_houses_in_Somalia.jpg
222,Melchor Pérez de Holguín,,,BOL,Bolivia,,Virgin of the Rosary,keep,,http://commons.wikimedia.org/wiki/Special:FilePath/Melchor%20P%C3%A9rez%20Holgu%C3%ADn%20-%20Virgin%20of%20the%20Rosary%20-%201994.37.3%20-%20Dallas%20Museum%20of%20Art.jpg,https://www.wikidata.org/wiki/Q79136024,,,,,,,wikidata,,public domain (Wikimedia Commons),FALSE,images/BOL/children_artwork/Virgin_of_the_Rosary.jpg
223,Hessel Gerritsz,,,SJM,Spitsbergen,,Walrus bij Spitsbergen,keep,,https://iiif.micr.io/wOjbJ/full/max/0/default.jpg,https://www.rijksmuseum.nl/en/collection/RP-P-OB-52.602,,,1591 - 1632,,,,rijksmuseum,papier,public domain,FALSE,images/SJM/children_artwork/Walrus_bij_Spitsbergen.jpg
224,Erik Jönssen Dahlberg,,,ALA,Åland,,Wapen van Åland,keep,,https://iiif.micr.io/hDfFG/full/max/0/default.jpg,https://www.rijksmuseum.nl/en/collection/BI-1924-103-213,,,1703,,,,rijksmuseum,papier,public domain,FALSE,images/ALA/children_artwork/Wapen_van_Åland.jpg
225,"Tajikistan, Tajik tribe, 19th century",,,TJK,Tajikistan,,Wedding Veil,keep,,https://openaccess-cdn.clevelandart.org/1916.1235/1916.1235_web.jpg,https://clevelandart.org/art/1916.1235,,,1800s,,,,cleveland,"silk, cotton, embroidery",CC0,FALSE,images/TJK/children_artwork/Wedding_Veil.jpg
226,"Africa, Central Africa, Democratic Republic of the Congo or Angola, Chokwe-style maker",,,AGO,Angola,,Whistle,keep,,https://openaccess-cdn.clevelandart.org/1915.442/1915.442_web.jpg,https://clevelandart.org/art/1915.442,,,late 1800s,,,,cleveland,Probably hippopotamus ivory,CC0,FALSE,images/AGO/children_artwork/Whistle.jpg
227,"Central Asia, Turkmenistan, Tekke tribe",,,TKM,Turkmenistan,,Woman’s Mantle (Chyrpy),keep,,https://openaccess-cdn.clevelandart.org/2010.192/2010.192_web.jpg,https://clevelandart.org/art/2010.192,,,late 1800s–early 1900s,,,,cleveland,"Exterior: silk; plain weave; embroidery: chain stitch; Trim: silk; tablet-woven with fringe; Lining: cotton; plain weave, block printed",CC0,FALSE,images/TKM/children_artwork/Womans_Mantle_Chyrpy.jpg
228,,,,CMR,Cameroon,,"Wood carving, Dr. Simpson, Cameroon.",keep,,"https://iiif.wellcomecollection.org/image/L0025761.jpg/full/512,/0/default.jpg",https://www.europeana.eu/item/9200579/s38f24df?utm_source=api&utm_medium=api&utm_campaign=caugeoppityr,,,,,,,europeana,,open,FALSE,images/CMR/children_artwork/Wood_carving_Dr_Simpson_Cameroon.jpg
229,"Madagascar, Merina Kingdom",,,MDG,Madagascar,,Wrapper (Lamba Akotifahana),keep,,https://openaccess-cdn.clevelandart.org/2025.272/2025.272_web.jpg,https://clevelandart.org/art/2025.272,,,1800s,,,,cleveland,Silk (Bombyx mori),CC0,FALSE,images/MDG/children_artwork/Wrapper_Lamba_Akotifahana.jpg
